Timestamp (LOCAL_TIME),SPSQC:EXTRACTED_INTENSITY,SPS.BLM.21636.ZS1:LOSS_CYCLE,SPS.BLM.21652.ZS2:LOSS_CYCLE,SPS.BLM.21658.ZS3:LOSS_CYCLE,SPS.BLM.21674.ZS4:LOSS_CYCLE,SPS.BLM.21680.ZS5:LOSS_CYCLE,SPS.BLM.21694.TCE:LOSS_CYCLE,SPS.BLM.21772.TPST:LOSS_CYCLE,SPS.BLM.21775.MST1:LOSS_CYCLE,SPS.BLM.21776.MST1:LOSS_CYCLE,SPS.BLM.21792.MST3:LOSS_CYCLE,SPS.BLM.21796.MST3:LOSS_CYCLE,SPS.BLM.21835.MSE1:LOSS_CYCLE,SPS.BLM.21839.MSE2:LOSS_CYCLE,SPS.BLM.21905.QDA:LOSS_CYCLE,ZS.LSS2.GIRDER:DO_PPM,ZS.LSS2.GIRDER:UP_PPM,ZS1.LSS2.ANODE:DO_PPM,ZS1.LSS2.ANODE:UP_PPM,ZS2.LSS2.ANODE:DO_PPM,ZS2.LSS2.ANODE:UP_PPM,ZS3.LSS2.ANODE:DO_PPM,ZS3.LSS2.ANODE:UP_PPM,ZS4.LSS2.ANODE:DO_PPM,ZS4.LSS2.ANODE:UP_PPM,ZS5.LSS2.ANODE:DO_PPM,ZS5.LSS2.ANODE:UP_PPM
55:56.5,3.91E+01,6.74E-05,0.00014838,0.000202336,0.000161869,0.000161869,0.00014838,4.05E-05,2.70E-05,2.70E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,2.70E-05,42.768,68.13,-0.224,0.001,-0.329,0.527,0.441,-0.061,0.685,0.146,0.569,0.624
55:56.5,3.91E+01,6.74E-05,0.000134891,0.000188847,0.000202336,0.000229314,0.000215825,0.000107913,6.74E-05,5.40E-05,2.70E-05,4.05E-05,1.35E-05,1.35E-05,2.70E-05,42.768,68.13,-0.264,-0.036,-0.012,0.275,-0.004,-0.005,0.004,0.022,0,0.001
56:14.5,4.62E+01,6.85E-05,0.000159942,0.000228488,0.000194215,0.000171366,0.000159942,4.57E-05,3.43E-05,2.28E-05,1.14E-05,2.28E-05,0,0,2.28E-05,42.768,68.13,-0.227,0.001,-0.382,0.257,0.441,-0.061,0.685,0.146,0.569,0.624
56:14.5,3.91E+01,6.74E-05,0.000161869,0.000242803,0.000242803,0.000269781,0.000256292,0.000121402,8.09E-05,6.74E-05,5.40E-05,4.05E-05,1.35E-05,1.35E-05,5.40E-05,42.768,68.13,-0.301,-0.036,0.31,0.293,-0.004,-0.005,0.004,0.025,0,0.001
56:32.5,4.01E+01,6.59E-05,0.000144888,0.000197575,0.000171232,0.00015806,0.00015806,3.95E-05,2.63E-05,1.32E-05,2.63E-05,2.63E-05,1.32E-05,1.32E-05,3.95E-05,42.768,68.13,-0.277,0.001,-0.332,0.605,0.441,-0.061,0.685,0.146,0.569,0.624
56:32.5,4.48E+01,5.89E-05,0.000141422,0.000200348,0.000200348,0.000212133,0.000200348,9.43E-05,5.89E-05,4.71E-05,4.71E-05,2.36E-05,0,1.18E-05,3.54E-05,42.768,68.13,-0.261,-0.036,-0.424,0.29,-0.004,-0.005,0.004,-0.017,0,0.001
56:50.5,4.20E+01,6.29E-05,0.000150956,0.000201275,0.000176116,0.000163536,0.000150956,3.77E-05,2.52E-05,2.52E-05,1.26E-05,1.26E-05,1.26E-05,1.26E-05,3.77E-05,42.768,68.13,-0.234,0.001,-0.385,0.488,0.441,-0.061,0.685,0.146,0.569,0.624
56:50.5,4.86E+01,6.52E-05,0.000141308,0.000195657,0.000195657,0.000217397,0.000206527,9.78E-05,6.52E-05,5.43E-05,4.35E-05,3.26E-05,1.09E-05,1.09E-05,4.35E-05,42.768,68.13,-0.304,-0.036,-0.272,0.29,-0.004,-0.005,0.004,0.025,0,-0.002
57:08.5,4.20E+01,6.29E-05,0.000150956,0.000201275,0.000176116,0.000150956,0.000150956,3.77E-05,2.52E-05,2.52E-05,2.52E-05,2.52E-05,1.26E-05,0,3.77E-05,42.768,68.13,-0.224,0.001,-0.379,0.38,0.441,-0.061,0.685,0.146,0.569,0.624
57:08.5,4.72E+01,6.72E-05,0.000156743,0.000268702,0.000268702,0.000268702,0.000257506,0.000123155,7.84E-05,5.60E-05,5.60E-05,3.36E-05,1.12E-05,0,4.48E-05,42.768,68.13,-0.301,-0.036,-1.141,0.287,-0.004,-0.005,0.004,-0.02,0,0.001
57:26.5,4.57E+01,6.93E-05,0.000138506,0.000184675,0.000161591,0.000150049,0.000150049,4.62E-05,3.46E-05,2.31E-05,2.31E-05,2.31E-05,0,1.15E-05,3.46E-05,42.768,68.13,-0.227,0.001,-0.385,0.521,0.441,-0.061,0.685,0.146,0.569,0.624
57:26.5,4.24E+01,6.22E-05,0.000149279,0.000211479,0.000199039,0.000223919,0.000211479,8.71E-05,6.22E-05,4.98E-05,2.49E-05,3.73E-05,0,0,3.73E-05,42.768,68.13,-0.261,-0.036,-0.493,0.311,-0.004,-0.005,0.004,0.025,0,0.001
57:44.5,3.87E+01,6.83E-05,0.000150189,0.000204804,0.000177496,0.000177496,0.000163843,4.10E-05,2.73E-05,2.73E-05,2.73E-05,1.37E-05,1.37E-05,0,4.10E-05,42.768,68.13,-0.277,0.001,-0.045,0.5,0.441,-0.061,0.685,0.146,0.569,0.624
57:44.5,4.24E+01,6.22E-05,0.000136839,0.000223919,0.000223919,0.000236358,0.000223919,0.000124399,8.71E-05,6.22E-05,3.73E-05,3.73E-05,1.24E-05,0,3.73E-05,42.768,68.13,-0.304,-0.036,-0.484,0.293,-0.004,0.32,0.004,0.025,0,-0.002
58:02.5,3.96E+01,6.66E-05,0.000159942,0.000226584,0.000199927,0.00017327,0.00017327,5.33E-05,2.67E-05,2.67E-05,2.67E-05,1.33E-05,1.33E-05,1.33E-05,4.00E-05,42.768,68.13,-0.234,0.001,-0.761,0.464,0.441,-0.061,0.685,0.146,0.569,0.624
58:02.5,4.29E+01,6.15E-05,0.000147639,0.000233761,0.000221458,0.000221458,0.000209155,7.38E-05,4.92E-05,3.69E-05,3.69E-05,2.46E-05,1.23E-05,1.23E-05,3.69E-05,42.768,68.13,-0.267,-0.036,-0.484,0.293,-0.004,-0.464,0.004,0.016,0,-0.005
58:20.5,4.34E+01,7.30E-05,0.000158203,0.000206881,0.000182542,0.000170373,0.000158203,4.87E-05,3.65E-05,3.65E-05,2.43E-05,2.43E-05,0,0,2.43E-05,42.768,68.13,-0.283,0.001,-0.335,0.5,0.441,-0.061,0.685,0.146,0.565,0.624
58:20.5,4.34E+01,6.08E-05,0.000146034,0.000206881,0.000194712,0.000219051,0.000206881,9.74E-05,6.08E-05,4.87E-05,2.43E-05,3.65E-05,1.22E-05,1.22E-05,3.65E-05,42.768,68.13,-0.264,-0.036,-0.484,0.296,-0.004,0.017,0.004,0.028,0,-0.002
58:38.5,4.62E+01,6.85E-05,0.000148517,0.000205639,0.000182791,0.000159942,0.000159942,4.57E-05,3.43E-05,3.43E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,3.43E-05,42.768,68.13,-0.224,0.001,-0.544,0.524,0.441,-0.061,0.685,0.146,0.565,0.624
58:38.5,4.06E+01,6.51E-05,0.000156222,0.000221315,0.000208296,0.000221315,0.000221315,9.11E-05,5.21E-05,3.91E-05,2.60E-05,1.30E-05,1.30E-05,1.30E-05,2.60E-05,42.768,68.13,-0.267,-0.036,-0.484,0.296,-0.004,-0.207,0.004,0.013,0,-0.002
58:56.5,4.29E+01,7.38E-05,0.000135335,0.000196851,0.000172245,0.000159942,0.000147639,4.92E-05,2.46E-05,2.46E-05,2.46E-05,1.23E-05,1.23E-05,1.23E-05,3.69E-05,42.768,68.13,-0.277,0.001,-0.541,0.455,0.441,-0.061,0.685,0.146,0.569,0.624
58:56.5,4.39E+01,6.02E-05,0.000156502,0.000216695,0.000216695,0.000240773,0.000228734,0.000108348,7.22E-05,6.02E-05,4.82E-05,3.61E-05,1.20E-05,0,4.82E-05,42.768,68.13,-0.304,-0.036,-0.484,0.296,-0.004,0.137,0.004,-0.02,0,-0.005
59:14.5,3.82E+01,6.91E-05,0.000152043,0.000221154,0.000179688,0.000165866,0.000165866,4.15E-05,2.76E-05,2.76E-05,2.76E-05,0,0,1.38E-05,2.76E-05,42.8,68.128,-0.277,0.001,-0.541,0.455,0.441,-0.061,0.685,0.146,0.569,0.624
59:14.5,4.57E+01,5.77E-05,0.000150049,0.000207759,0.000196217,0.000219302,0.000207759,9.23E-05,5.77E-05,5.77E-05,4.62E-05,2.31E-05,1.15E-05,1.15E-05,2.31E-05,42.768,68.13,-0.27,-0.036,-0.484,0.296,-0.004,-0.061,0.004,0.022,0,-0.002
59:32.5,4.43E+01,7.15E-05,0.000154837,0.00021439,0.000178658,0.000154837,0.000154837,4.76E-05,2.38E-05,3.57E-05,2.38E-05,2.38E-05,1.19E-05,0,2.38E-05,42.768,68.13,-0.277,0.001,-0.541,0.455,0.441,-0.061,0.685,0.146,0.569,0.624
59:32.5,4.10E+01,6.43E-05,0.000154427,0.000205902,0.000205902,0.00023164,0.000218771,9.01E-05,6.43E-05,3.86E-05,2.57E-05,3.86E-05,1.29E-05,1.29E-05,2.57E-05,42.768,68.13,-0.307,-0.036,-0.484,0.296,-0.004,0.013,0.004,-0.017,0,-0.005
59:50.5,4.90E+01,6.46E-05,0.000150714,0.000215306,0.00018301,0.00016148,0.00016148,4.31E-05,2.15E-05,2.15E-05,2.15E-05,2.15E-05,1.08E-05,1.08E-05,3.23E-05,42.768,68.13,-0.277,0.001,-0.541,0.458,0.441,-0.061,0.685,0.146,0.569,0.624
59:50.5,4.53E+01,7.00E-05,0.000151612,0.000209924,0.000209924,0.000221586,0.000209924,9.33E-05,5.83E-05,5.83E-05,4.66E-05,2.33E-05,0,1.17E-05,4.66E-05,42.768,68.13,-0.264,-0.036,-0.484,0.296,-0.004,-0.045,0.004,0.022,0,-0.005
